"gloss","target_child_name","part_of_speech","target_child_sex"
"vacuum cleaner",NA,"n adj","female"
"why is Daddy silly",NA,"pro:int cop n:prop adj","female"
"other people's name is Arlene",NA,"qn adj n cop n:prop","female"
"done okay",NA,"part adj","female"
"yeah Mommy's gonna make more bubbles right now",NA,"co adj part v qn n adv adv","female"
"which baby baby bad what's the story",NA,"pro:rel n n adj pro:int det:art n","female"
"xxx was being funny wasn't he",NA,"aux aux adj cop pro:sub","female"
"make sure you chew those okay",NA,"v adj pro:per v det:dem adj","female"
"jumping up and down in my little red wagon",NA,"part adv coord adv prep det:poss adj adj n","female"
"jumping up and down in my little red wagon",NA,"part adv coord adv prep det:poss adj adj n","female"
"xxx is silly because she wore your hat and her head was too big for your hat",NA,"cop adj conj pro:sub v det:poss n coord det:poss n cop adv adj prep det:poss n","female"
"yes it's a different play+ground where you went with Daddy and he said kaboom when he went down the slide with you on his lap",NA,"co pro:per det:art adj pro:rel pro:per v prep n:prop coord pro:sub v co conj pro:sub v prep det:art n prep pro:per prep det:poss n","female"
"I'm gonna get your water for you are you thirsty",NA,"pro:sub part v det:poss n prep pro:per cop pro:per adj","female"
"it belongs mm the potty belongs in the bathroom",NA,"pro:per v co det:art adj v adv det:art","female"
"you're gonna poop on the potty when you're a big girl",NA,"pro:per part v prep det:art adj conj pro:per det:art adj n","female"
"that was a different play+ground play+ground",NA,"pro:dem cop det:art adj","female"
"jumping up and down in my little red wagon",NA,"part adv coord adv prep det:poss adj adj n","female"
"whenever you're ready",NA,"pro:rel pro:per adj","female"
"jumping up and down in my little red wagon",NA,"part adv coord adv prep det:poss adj adj n","female"
"Mommy and Daddy's bed",NA,"n:prop coord adj n","female"
"see the little lambs",NA,"v det:art adj n","female"
"jumping up and down in my little red wagon",NA,"part adv coord adv prep det:poss adj adj n","female"
"Kim carefully cuts out heart shapes with a special cookie cutter",NA,"n:prop adv v prep n v prep det:art adj n n","female"
"on the big sofa",NA,"prep det:art adj n","female"
"sitting on the big sofa Naima",NA,"part prep det:art adj n n:prop","female"
"were you hungry",NA,"cop pro:per adj","female"
"on mother's lap",NA,"prep adj n","female"
"you can't be that hungry if you're giving me food",NA,"pro:per mod cop det:dem adj comp pro:per part pro:obj n","female"
"it's very yolky yolk isn't it",NA,"pro:per adv adj n cop pro:per","female"
"that's a nice book",NA,"pro:dem det:art adj n","female"
"Mommy made a big mistake",NA,"n:prop v det:art adj n","female"
"it's very yolky yolk I think",NA,"pro:per adv adj n pro:sub v","female"
"on mother's lap",NA,"prep adj n","female"
"the yolk is very yolky",NA,"det:art n cop adv adj","female"
"mm what else did we do yesterday we went to the store after we went to the play+ground in the new house",NA,"co pro:int post mod pro:sub v adv:tem pro:sub v prep det:art n conj pro:sub v prep det:art prep det:art adj n","female"
"mm it's orange that's close what color is this",NA,"co pro:per n pro:dem adj pro:int n cop pro:dem","female"
"it's not yucky it's yolky",NA,"pro:per neg adj pro:per adj","female"
"Naima oh ick yucky yucky spilling food on the floor",NA,"n:prop co co adj adj part n prep det:art n","female"
"funny hat",NA,"adj n","female"
"out of your mouth okay you know what let's",NA,"adv prep det:poss n adj pro:per v pro:int v","female"
"oh_my_goodness gracious me",NA,"co adj pro:obj","female"
"it's not yucky it's yolky",NA,"pro:per neg adj pro:per adj","female"
"gracious me",NA,"adj pro:obj","female"
"let's have breakfast for real",NA,"v v n prep adj","female"
"yolky",NA,"adj","female"
"that's the same color as your booties",NA,"pro:dem det:art adj n prep det:poss n","female"
"this stuff is yucky it's all slimy and you dropped it on the floor",NA,"det:dem n cop adj pro:per adv adj coord pro:per v pro:per prep det:art n","female"
"xxx I'm serious about coming with you to the talk who are you",NA,"pro:sub adj prep n:gerund prep pro:per prep det:art n pro:rel cop pro:per","female"
"like the yogurt is yogurty",NA,"prep det:art n cop adj","female"
"what a lovely present for",NA,"pro:int det:art adj n prep","female"
"Michael was sitting on his mother's lap",NA,"n:prop aux part prep det:poss adj n","female"
"let's have breakfast in the chair okay",NA,"v v n prep det:art n adj","female"
"blue blue booties",NA,"adj adj n","female"
"oh it's gonna be much better you're gonna get to eat a lot that way",NA,"co pro:per part cop adv adj pro:per part inf v inf v det:art n det:dem n","female"
"mm you have red and yellow legos there huh",NA,"co pro:per v n coord adj n adv co","female"
"oh you wanna take that off I'm sorry",NA,"co pro:per v v pro:dem prep pro:sub adj","female"
"is it open to the public or no",NA,"aux pro:per adj prep det:art n coord co","female"
"yogurty yogurt",NA,"adj n","female"
"yolky yolk",NA,"adj n","female"
"it's not yucky it's yummy",NA,"pro:per neg adj pro:per adj","female"
"it's yummy yolk",NA,"pro:per adj n","female"
"that's a baker's hat that's a baker yeah",NA,"pro:dem det:art adj n pro:rel det:art n co","female"
"Mommy's gonna take it off now",NA,"adj part v pro:per adv adv","female"
"is it gonna be warm enough for you to wear shorts today do you wanna wear shorts",NA,"aux pro:per part cop adj adv prep pro:per inf v n adv:tem v pro:per v v n","female"
"it's yummy egg yolk",NA,"pro:per adj n n","female"
"yah the bear is wearing the baker's hat",NA,"co det:art n aux part det:art adj n","female"
"yes I said clean",NA,"co pro:sub v adj","female"
"looking for a red lego",NA,"part prep det:art adj n","female"
"it's not yucky",NA,"pro:per neg adj","female"
"it is noisy isn't it",NA,"pro:per cop adj cop pro:per","female"
"there's a red lego",NA,"pro:exist det:art adj n","female"
"that yolk is yummy",NA,"det:dem n cop adj","female"
"and then we're gonna eat a big bowl of something delicious",NA,"coord adv:tem pro:sub part v det:art adj n prep pro:indef adj","female"
"it's pink yeah",NA,"pro:per adj co","female"
"see if this is better",NA,"v comp pro:dem cop adj","female"
"that's not yucky",NA,"pro:dem neg adj","female"
"it's Friday July nineteenth",NA,"pro:per n:prop n:prop adj","female"
"yes well they're not as heavy without the oil",NA,"co n pro:sub neg prep adj prep det:art n","female"
"the bear's needed",NA,"det:art adj part","female"
"another red lego",NA,"qn adj n","female"
"hold on we'll be right back",NA,"n adv pro:sub cop adj n","female"
"no shoes on the bed right those are booties though that's okay",NA,"qn n prep det:art n n pro:dem cop n adv pro:dem adj","female"
"a big bowl of something delicious",NA,"det:art adj n prep pro:indef adj","female"
"it's very yummy",NA,"pro:per adv adj","female"
"oh I had a cracker it was brown",NA,"co pro:sub v det:art n pro:per cop adj","female"
"soon Michael and dolly were on mother's lap",NA,"adv n:prop coord n cop prep adj n","female"
"we need to make one big one big pole in the middle",NA,"pro:sub v inf v det:num adj pro:indef adj n prep det:art n","female"
"I hear you saying yucky",NA,"pro:sub v pro:per part adj","female"
"it's yolky yolk",NA,"pro:per adj n","female"
"get the book Mommy alright",NA,"v det:art n n:prop adj","female"
"red that is a red one another red one",NA,"adj pro:rel cop det:art n det:num qn n pro:indef","female"
"it's yolky yolk it's very yolky yolk",NA,"pro:per adj n pro:per adv adj n","female"
"yeah I'm gonna make more in just a minute I hafta clean up just a little more here",NA,"co pro:sub part v adv adv adv det:art n pro:sub mod v adv adv det:art adj adv adv","female"
"uhoh little too much okay",NA,"co adj adv adv adj","female"
"Michael climbed back on mother's lap with boat on one side",NA,"n:prop v adv prep adj n prep n prep det:num n","female"
"brown cracker nose",NA,"adj n n","female"
"are you getting sleepy",NA,"cop pro:per part adj","female"
"yucky yucky",NA,"adj adj","female"
"yolky yolk",NA,"adj n","female"
"John Carter we can go to John Carter's farm",NA,"n:prop n:prop pro:sub mod v prep n:prop adj n","female"
"this one is going to be at the library but it's a different group of people",NA,"pro:dem pro:indef aux part inf cop prep det:art n conj pro:per det:art adj n prep n","female"
"the yolk is very yolky",NA,"det:art n cop adv adj","female"
"the little girl was giving the cracker to the dog",NA,"det:art adj n aux part det:art n prep det:art n","female"
"you have a nice big bucket",NA,"pro:per v det:art adj adj n","female"
"yeah the furnace is noisy downstairs",NA,"co det:art n cop adj adv","female"
"hungry poppy",NA,"adj n","female"
"that's a big bucket isn't it",NA,"pro:dem det:art adj n cop pro:per","female"
"what is Daddy's name",NA,"pro:int cop adj n","female"
"that is one big bucket",NA,"pro:dem cop det:num adj n","female"
"and what is Dadaji's name",NA,"coord pro:int cop adj n","female"
"yeah the dog's under the bed in that picture",NA,"co det:art adj prep det:art n prep det:dem n","female"
"I don't have any more soggy ones I'm sorry",NA,"pro:sub mod v qn adv adj pro:indef pro:sub adj","female"
"yeah Mommy's hands are on Naima",NA,"co adj n cop prep n:prop","female"
"I don't have any more soggy oh Mommy can make s'more soggy ones",NA,"pro:sub mod v qn adv adj co n:prop mod v qn adv adj pro:indef","female"
"didjou play Legos with xxx I'm not sure you did",NA,"mod pro:per v n:prop prep pro:sub neg adj pro:per v","female"
"howbout some soggy rice",NA,"pro:int prep qn adj n","female"
"and what is Great Grandma's name",NA,"coord pro:int cop n:prop adj n","female"
"want some soggy rice",NA,"v qn adj n","female"
"yes those mice are carrying a big pineapple",NA,"co det:dem n aux part det:art adj n","female"
"rice will get soggy faster",NA,"n mod v adj adj","female"
"yeah that's the right idea",NA,"co pro:dem det:art adj n","female"
"whoa okay",NA,"co adj","female"
"I see a big lego over there and I see a yellow one over there but I don't see the friends yet",NA,"pro:sub v det:art adj n prep n coord pro:sub v det:art n det:num prep n conj pro:sub mod v det:art n adv","female"
"xxx the turtle it's just xxx Great Grandma's name is just xxx",NA,"det:art n pro:per adj n:prop adj n cop adv","female"
"xxx made some really good lego objects",NA,"v qn adv adj n n","female"
"yeah that's true you were",NA,"co pro:dem adj pro:per cop","female"
"oh that's very loud",NA,"co pro:dem adv adj","female"
"soggy soggy doggy",NA,"adj adj adj","female"
"are you a soggy dog",NA,"cop pro:per det:art adj n","female"
"yes the pineapple is heavy I think strawberry is light",NA,"co det:art n cop adj pro:sub v n cop n","female"
"I think that's too loud for Emily Mommily",NA,"pro:sub v pro:dem adv adj prep n:prop n:prop","female"
"soggy doggy",NA,"adj adj","female"
"dyou wanna try going to the potty remember there's a potty now",NA,"mod pro:per v v part prep det:art adj v pro:exist det:art adj adv","female"
"you are full of vim and vigor this morning vim and vigor",NA,"pro:per cop adj prep n coord n det:dem n n coord n","female"
"she's saying that sounds too loud for me I'm gonna go hide in your pants",NA,"pro:sub part pro:rel v adv adj prep pro:obj pro:sub part v n prep det:poss n:pt","female"
"the potty came yesterday and you sat on it",NA,"det:art adj v adv:tem coord pro:per v prep pro:per","female"
"I love to look in my picture book there is so much to see I climb up on my grandma's lap so she can do what",NA,"pro:sub v inf v prep det:poss n n adv aux adv qn inf v pro:sub v adv prep det:poss adj n adv pro:sub mod v pro:int","female"
"that's a little dog",NA,"pro:dem det:art adj n","female"
"xxx so soggy",NA,"adv adj","female"
"Naima's potty that's right",NA,"adj adj pro:rel co","female"
"soggy doggy",NA,"adj adj","female"
"I brush brush brush my teeth I brush them left to right I brush them up and down to keep them clean and blue",NA,"pro:sub n n n det:poss n pro:sub v pro:obj v inf adj pro:sub v pro:obj adv coord adv inf v pro:obj adj coord adj","female"
"it's not a cat it looks like a cat cause it's so little but it's a puppy it's a baby dog",NA,"pro:per neg det:art n pro:per v prep det:art n n pro:per adv adj conj pro:per det:art n pro:per det:art n n","female"
"ooh sorry Boo",NA,"v adj n:prop","female"
"you are full of vim and vigor",NA,"pro:per cop adj prep n coord n","female"
"cause you wanna try the potty",NA,"conj pro:per v v det:art adj","female"
"so apparently according to xxx you can get thicker crayons even though I've looked everywhere",NA,"adv adv part prep pro:per mod v adj n adv adv pro:sub part n","female"
"soggy Oatios",NA,"adj n:prop","female"
"what're you full of",NA,"pro:int cop pro:per adj prep","female"
"what're you full of this morning",NA,"pro:int cop pro:per adj prep det:dem n","female"
"here's some more blue ones two more blue ones",NA,"pro:exist qn qn n det:num det:num adv adj pro:indef","female"
"are you sleepy too",NA,"cop pro:per adj adv","female"
"and she has a big tall hat",NA,"coord pro:sub v det:art adj adj n","female"
"more cheese okay",NA,"qn n adj","female"
"okay little girl",NA,"co adj n","female"
"here's three blue ones",NA,"pro:exist det:num adj pro:indef","female"
"cheesy cheesy baby",NA,"adj adj n","female"
"soggy baby",NA,"adj n","female"
"you're such a cheesy baby",NA,"pro:per qn det:art adj n","female"
"you're eating soggy food",NA,"pro:per part adj n","female"
"okay here's Mommy's antenna what do you think Naima look at Mommy",NA,"co pro:exist adj n pro:int mod pro:per v n:prop v prep n:prop","female"
"blue",NA,"adj","female"
"soggy",NA,"adj","female"
"a big piece of cheese",NA,"det:art adj n prep n","female"
"and just tape for ten more minutes eight thirty three",NA,"coord adj n prep det:num adv n det:num det:num det:num","female"
